ticket,area,direccion_entidad,Seccion,Manzana,Parcela,fecha_inspeccion
DGHySA-320310,Establecimientos y Productos Alimenticios,MENDOZA 4667,51,77,18,10/12/2021
DGHySA-319942,Establecimientos y Productos Alimenticios,GALLARDO 521,93,50,011B,12/12/2021
DGHySA-319943,Establecimientos y Productos Alimenticios,ARREGUI 6840,93,10,2,12/12/2021
DGHySA-320312,Establecimientos y Productos Alimenticios,MENDOZA 4681,51,77,16,12/12/2021
DGHySA-320094,Establecimientos y Productos Alimenticios,TERRADA 1548,67,42,033A,12/12/2021
DGHySA-320098,Establecimientos y Productos Alimenticios,TERRERO 1525,59,37,19,10/12/2021
DGHySA-320102,Establecimientos y Productos Alimenticios,TUCUMAN 2633,9,8,19,06/01/2000
DGHySA-320109,Establecimientos y Productos Alimenticios,TUCUMAN 2620,9,7,3,15/01/2000
DGHySA-320115,Establecimientos y Productos Alimenticios,TUCUMAN 2640,9,7,004A,07/01/2000
DGHySA-320211,Establecimientos y Productos Alimenticios,TUCUMAN 2499,9,31,019D,07/01/2000
DGHySA-320118,Establecimientos y Productos Alimenticios,OLAZABAL AV. 4466,51,83,7,10/12/2021
DGHySA-320196,Establecimientos y Productos Alimenticios,MONTEAGUDO 624,24,3,016B,09/12/2021
DGHySA-320198,Establecimientos y Productos Alimenticios,ANCASTE 3115,,,,09/12/2021
DGHySA-320654,Establecimientos y Productos Alimenticios,CASEROS AV. 2940,24,12,6,09/12/2021
DGHySA-319903,Establecimientos y Productos Alimenticios,SOLDADO DE LA INDEPENDENCIA 796,23,93,1,10/12/2021
DGHySA-320188,Establecimientos y Productos Alimenticios,MENDOZA 5653,51,19,27,10/12/2021
DGHySA-320190,Establecimientos y Productos Alimenticios,DE LOS CONSTITUYENTES AV. 4570,73,85,29,10/12/2021
DGHySA-320191,Establecimientos y Productos Alimenticios,DE LOS CONSTITUYENTES AV. 4666,73,86,24,10/01/2000
DGHySA-320726,Establecimientos y Productos Alimenticios,DE LOS CONSTITUYENTES AV. 4435,51,3,019Y,10/12/2021
DGHySA-320513,Establecimientos y Productos Alimenticios,ARENALES 1913,11,73,032A,09/12/2021
DGHySA-320514,Establecimientos y Productos Alimenticios,RIOBAMBA 1161,11,77,9,10/12/2021
DGHySA-320172,Establecimientos y Productos Alimenticios,CALLAO AV. 1270,11,78,001h,03/12/2021
DGHySA-320747,Establecimientos y Productos Alimenticios,CALLAO AV. 902,11,75,021B,01/01/2000
DGHySA-320749,Establecimientos y Productos Alimenticios,CABILDO AV. 868,37,149,5,07/03/2000
DGHySA-320248,Establecimientos y Productos Alimenticios,ESTADO PLURINACIONAL DE BOLIVIA 1444,67,065B,36,10/12/2021
DGHySA-320256,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 5784,42,92,9,09/12/2021
DGHySA-320277,Establecimientos y Productos Alimenticios,TRES ARROYOS 762,47,5,6,09/12/2021
DGHySA-319431,Establecimientos y Productos Alimenticios,OLAVARRIA 841,10,97,025A,09/12/2021
DGHySA-320252,Establecimientos y Productos Alimenticios,FRAY LUIS BELTRAN 33,65,128A,13,10/12/2021
DGHySA-320255,Establecimientos y Productos Alimenticios,YERBAL 1689,57,038A,005C,10/12/2021
DGHySA-320250,Establecimientos y Productos Alimenticios,YERBAL 2707,65,042A,16,10/12/2021
DGHySA-319603,Establecimientos y Productos Alimenticios,ZELADA 4917,60,121,29,10/12/2021
DGHySA-320755,Establecimientos y Productos Alimenticios,MERCEDES 239,77,92,011F,10/12/2021
DGHySA-320756,Establecimientos y Productos Alimenticios,MERCEDES 225,77,92,011F,13/12/2021
DGHySA-319877,Establecimientos y Productos Alimenticios,OLAVARRIA 810,10,111,1,13/12/2021
DGHySA-320266,Establecimientos y Productos Alimenticios,MORENO 493,2,42,12,03/01/2000
DGHySA-320543,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 10000,60,106,4,13/12/2021
DGHySA-320479,Establecimientos y Productos Alimenticios,BOLIVAR 220,2,42,7,13/12/2021
DGHySA-320759,Establecimientos y Productos Alimenticios,BELGRANO AV. 257,2,59,013A,13/12/2021
DGHySA-320360,Establecimientos y Productos Alimenticios,IRALA 1087,10,76,020A,13/12/2021
DGHySA-320082,Establecimientos y Productos Alimenticios,NAZCA AV. 2741,69,26,34,13/12/2021
DGHySA-320084,Establecimientos y Productos Alimenticios,NOGOYA 3024,69,14,3,13/12/2021
DGHySA-320086,Establecimientos y Productos Alimenticios,NOGOYA 3651,81,113,24,13/12/2021
DGHySA-320473,Establecimientos y Productos Alimenticios,VIDAL 1918,39,68,014C,13/12/2021
DGHySA-320456,Establecimientos y Productos Alimenticios,ARGERICH 641,65,26,19,13/12/2021
DGHySA-320012,Establecimientos y Productos Alimenticios,VARELA 358,48,96,14,13/12/2021
DGHySA-320016,Establecimientos y Productos Alimenticios,VARELA AV. 753,48,87,30,13/12/2021
DGHySA-320760,Establecimientos y Productos Alimenticios,NAZCA AV. 799,65,37,11,13/12/2021
DGHySA-319600,Establecimientos y Productos Alimenticios,OLAVARRIA 1921,18,126,29,13/12/2021
DGHySA-320525,Establecimientos y Productos Alimenticios,AVENIDA MONTES DE OCA 970,10,013A,13,10/12/2021
DGHySA-320762,Establecimientos y Productos Alimenticios,REGIMIENTO DE PATRICIOS AV. 1030,10,62,0,13/12/2021
DGHySA-320763,Establecimientos y Productos Alimenticios,REGIMIENTO DE PATRICIOS AV. 779,10,52,14,13/12/2021
DGHySA-320496,Establecimientos y Productos Alimenticios,BOYACA AV. 62,65,128A,25,13/12/2021
DGHySA-320764,Establecimientos y Productos Alimenticios,AVENIDA MONTES DE OCA 884,10,14,13,10/12/2021
DGHySA-320120,Establecimientos y Productos Alimenticios,COSTA RICA 4600,19,65,010A,13/12/2021
DGHySA-320398,Establecimientos y Productos Alimenticios,YERBAL 2599,65,062A,016A,03/01/2000
DGHySA-320486,Establecimientos y Productos Alimenticios,ROSARIO 37,40,146,27,13/12/2021
DGHySA-320487,Establecimientos y Productos Alimenticios,ROSARIO 99,40,146,20,10/12/2021
DGHySA-320137,Establecimientos y Productos Alimenticios,TERRADA 3983,71,72,000D,13/12/2021
DGHySA-320139,Establecimientos y Productos Alimenticios,NUEVA YORK 2960,71,46,006A,13/12/2021
DGHySA-320140,Establecimientos y Productos Alimenticios,CONDARCO 3984,71,72,000D,13/12/2021
DGHySA-320392,Establecimientos y Productos Alimenticios,MERCEDES 3088,81,36,9,13/12/2021
DGHySA-320507,Establecimientos y Productos Alimenticios,TINOGASTA 3994,81,075B,4,13/12/2021
DGHySA-320556,Establecimientos y Productos Alimenticios,GAONA AV. 1386,57,123,18,13/12/2021
DGHySA-320766,Establecimientos y Productos Alimenticios,GAONA AV. 1290,57,123,7,13/12/2021
DGHySA-320260,Establecimientos y Productos Alimenticios,VIDAL 1900,39,68,014B,13/12/2021
DGHySA-319637,Establecimientos y Productos Alimenticios,NUEVA YORK 3764,83,122,6,13/12/2021
DGHySA-320555,Establecimientos y Productos Alimenticios,FERNANDEZ DE ENCISO 3983,83,47,3,13/12/2021
DGHySA-320480,Establecimientos y Productos Alimenticios,BOLIVAR 296,2,42,12,01/01/2000
DGHySA-320100,Establecimientos y Productos Alimenticios,MORON 2927,65,27,26,13/12/2021
DGHySA-320457,Establecimientos y Productos Alimenticios,MORON 3016,65,16,3,13/12/2021
DGHySA-320768,Establecimientos y Productos Alimenticios,BELGRANO AV. 449,,,,13/12/2021
DGHySA-320482,Establecimientos y Productos Alimenticios,BOLIVAR 331,2,32,7,13/12/2021
DGHySA-320539,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 9419,77,006A,25,13/12/2021
DGHySA-320540,Establecimientos y Productos Alimenticios,AVENIDA LA PLATA 720,36,8,11,13/12/2021
DGHySA-320542,Establecimientos y Productos Alimenticios,AVENIDA LA PLATA 777,40,141,33,13/12/2021
DGHySA-320771,Establecimientos y Productos Alimenticios,AVENIDA LA PLATA 900,36,7,18,13/12/2021
DGHySA-320239,Establecimientos y Productos Alimenticios,YERBAL 2908,65,20,001b,13/12/2021
DGHySA-319995,Establecimientos y Productos Alimenticios,AREVALO 1408,33,85,032A,13/12/2021
DGHySA-320257,Establecimientos y Productos Alimenticios,AVELLANEDA 281,45,118,20,13/12/2021
DGHySA-320269,Establecimientos y Productos Alimenticios,RIO DE JANEIRO 584,45,148,25,13/12/2021
DGHySA-320796,Establecimientos y Productos Alimenticios,GURRUCHAGA 1301,31,108,14,13/12/2021
DGHySA-320800,Establecimientos y Productos Alimenticios,GURRUCHAGA 1437,19,16,17,13/12/2021
DGHySA-320508,Establecimientos y Productos Alimenticios,SANABRIA 3086,81,10,38,13/12/2021
DGHySA-320509,Establecimientos y Productos Alimenticios,SANABRIA 2899,81,21,014A,13/12/2021
DGHySA-320298,Establecimientos y Productos Alimenticios,BOGOTA 2594,65,63,008B,13/12/2021
DGHySA-320531,Establecimientos y Productos Alimenticios,NAZCA AV. 482,65,24,002C,13/12/2021
DGHySA-320532,Establecimientos y Productos Alimenticios,AVELLANEDA AV. 3000,65,24,009h,13/12/2021
DGHySA-320806,Establecimientos y Productos Alimenticios,ESTADO PLURINACIONAL DE BOLIVIA 439,65,64,014A,14/12/2021
DGHySA-320326,Establecimientos y Productos Alimenticios,GURRUCHAGA 1509,19,33,19,14/12/2021
DGHySA-319553,Establecimientos y Productos Alimenticios,AVENIDA LA PLATA 746,36,8,14,13/12/2021
DGHySA-320848,Establecimientos y Productos Alimenticios,AVENIDA DEL LIBERTADOR 6822,27,094Y,PLT1,14/12/2021
DGHySA-320849,Establecimientos y Productos Alimenticios,AVENIDA DEL LIBERTADOR 6636,27,92,028A,14/12/2021
DGHySA-320845,Establecimientos y Productos Alimenticios,OLAZABAL 1391,25,79,22,14/12/2021
DGHySA-320696,Establecimientos y Productos Alimenticios,CHARCAS 4301,19,156,22,14/12/2021
DGHySA-320697,Establecimientos y Productos Alimenticios,CHARCAS 4248,19,140,4,14/12/2021
DGHySA-320884,Establecimientos y Productos Alimenticios,MENDOZA 1708,25,050B,001A,14/12/2021
DGHySA-320901,Establecimientos y Productos Alimenticios,AVENIDA DEL LIBERTADOR 6391,25,73,10,14/12/2021
DGHySA-320914,Establecimientos y Productos Alimenticios,CORRIENTES AV. 4647,17,15,28,14/12/2021
DGHySA-320915,Establecimientos y Productos Alimenticios,CORRIENTES AV. 4676,17,12,19,14/12/2021
DGHySA-320916,Establecimientos y Productos Alimenticios,ESTADO DE ISRAEL AV. 4835,31,23,3,14/12/2021
DGHySA-320917,Establecimientos y Productos Alimenticios,ESTADO DE ISRAEL AV. 4751,31,35,20,14/12/2021
DGHySA-320918,Establecimientos y Productos Alimenticios,CORRIENTES AV. 4555,17,16,28,14/12/2021
DGHySA-320571,Establecimientos y Productos Alimenticios,LA PAMPA 5629,51,22,22,24/02/2000
DGHySA-320034,Establecimientos y Productos Alimenticios,LINCOLN AV. 4325,83,53,005a,14/12/2021
DGHySA-320772,Establecimientos y Productos Alimenticios,LA PAMPA 5601,51,22,23,14/12/2021
DGHySA-320562,Establecimientos y Productos Alimenticios,CAMPANA 3397,81,170,012B,13/12/2021
DGHySA-320705,Establecimientos y Productos Alimenticios,CARRASCO AV. 517,77,54,19,14/12/2021
DGHySA-320708,Establecimientos y Productos Alimenticios,CARRASCO AV. 607,77,56,18,14/12/2021
DGHySA-320934,Establecimientos y Productos Alimenticios,CERVANTES 610,,,,14/12/2021
DGHySA-320936,Establecimientos y Productos Alimenticios,REGIMIENTO DE PATRICIOS AV. 1052,10,62,0,14/12/2021
DGHySA-320574,Establecimientos y Productos Alimenticios,AVENIDA MONTES DE OCA 1740,10,6,10,14/12/2021
DGHySA-320504,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 8309,77,98,023A,14/12/2021
DGHySA-320664,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 8400,54,153,17,14/12/2021
DGHySA-320941,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 8382,,,,13/12/2021
DGHySA-320648,Establecimientos y Productos Alimenticios,CAMARONES 2395,67,103,23,14/12/2021
DGHySA-320595,Establecimientos y Productos Alimenticios,AVENIDA DE LOS INCAS 4699,61,89,14,14/12/2021
DGHySA-320945,Establecimientos y Productos Alimenticios,MERCEDES 299,77,92,7,11/01/2000
DGHySA-320946,Establecimientos y Productos Alimenticios,MERCEDES 295,77,92,7,14/12/2021
DGHySA-320683,Establecimientos y Productos Alimenticios,REGIMIENTO DE PATRICIOS AV. 1052,10,62,0,14/12/2021
DGHySA-320643,Establecimientos y Productos Alimenticios,CORDOBA AV. 770,1,16,004A,14/12/2021
DGHySA-320949,Establecimientos y Productos Alimenticios,CORDOBA AV. 844,1,8,010b,14/12/2021
DGHySA-320950,Establecimientos y Productos Alimenticios,CARRASCO AV. 421,77,52,16,14/12/2021
DGHySA-320488,Establecimientos y Productos Alimenticios,AVENIDA LA PLATA 430,36,11,11,14/12/2021
DGHySA-320641,Establecimientos y Productos Alimenticios,ARENALES 999,3,23,013A,14/12/2021
DGHySA-320309,Establecimientos y Productos Alimenticios,HELGUERA 5017,75,011B,12,07/01/2000
DGHySA-320311,Establecimientos y Productos Alimenticios,NAZCA 5011,75,32,017A,14/12/2021
DGHySA-320319,Establecimientos y Productos Alimenticios,OBISPO SAN ALBERTO 2501,75,72,024B,14/12/2021
DGHySA-320698,Establecimientos y Productos Alimenticios,GUEMES 4294,19,154,34,06/04/2000
DGHySA-320642,Establecimientos y Productos Alimenticios,CORDOBA AV. 888,1,8,015b,14/12/2021
DGHySA-320959,Establecimientos y Productos Alimenticios,SANCHEZ DE LORIA AV. 2399,,,,14/12/2021
DGHySA-320960,Establecimientos y Productos Alimenticios,RONDEAU 2896,24,28,13,13/12/2021
DGHySA-319715,Establecimientos y Productos Alimenticios,NUEVA YORK 4713,89,55,030B,15/12/2021
DGHySA-320723,Establecimientos y Productos Alimenticios,GORRITI 3601,15,3,042d,15/12/2021
DGHySA-320729,Establecimientos y Productos Alimenticios,DELGADO 903,37,36,19,12/01/2000
DGHySA-320554,Establecimientos y Productos Alimenticios,CANDELARIA 253,54,151,6,14/12/2021
DGHySA-320663,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 8421,77,90,011B,14/12/2021
DGHySA-320703,Establecimientos y Productos Alimenticios,MURILLO 1118,47,120,30,14/12/2021
DGHySA-320560,Establecimientos y Productos Alimenticios,NAZCA AV. 322,65,23,35,03/03/2000
DGHySA-320672,Establecimientos y Productos Alimenticios,CULPINA 95,48,65,001a,14/12/2021
DGHySA-320590,Establecimientos y Productos Alimenticios,DARWIN 164,47,101,25,14/12/2021
DGHySA-320290,Establecimientos y Productos Alimenticios,ACOYTE 1602,47,94,27,14/12/2021
DGHySA-320295,Establecimientos y Productos Alimenticios,MALABIA 434,31,4,008a,14/12/2021
DGHySA-320969,Establecimientos y Productos Alimenticios,OLAZABAL AV. 4955,51,48,26,14/12/2021
DGHySA-320670,Establecimientos y Productos Alimenticios,SAN PEDRITO 44,48,53,13,13/12/2021
DGHySA-320970,Establecimientos y Productos Alimenticios,NEUQUEN 1361,57,79,15,15/12/2021
DGHySA-320971,Establecimientos y Productos Alimenticios,NEUQUEN 1068,57,103,011A,15/12/2021
DGHySA-320656,Establecimientos y Productos Alimenticios,NUEVA YORK 3670,83,145,007A,15/12/2021
DGHySA-320659,Establecimientos y Productos Alimenticios,LINCOLN AV. 3899,83,99,3,15/12/2021
DGHySA-320582,Establecimientos y Productos Alimenticios,COLPAYO 801,45,048A,10,15/12/2021
DGHySA-321020,Establecimientos y Productos Alimenticios,CESPEDES 3148,37,72,020A,15/12/2021
DGHySA-321022,Establecimientos y Productos Alimenticios,CESPEDES 3115,37,73,45,15/12/2021
DGHySA-320592,Establecimientos y Productos Alimenticios,MENDEZ DE ANDES 1398,57,69,11,15/12/2021
DGHySA-320730,Establecimientos y Productos Alimenticios,AVELLANEDA AV. 1125,57,102,26,14/12/2021
DGHySA-320807,Establecimientos y Productos Alimenticios,NICARAGUA 4849,19,93,24,15/12/2021
DGHySA-320808,Establecimientos y Productos Alimenticios,COSTA RICA 4933,19,86,20,15/12/2021
DGHySA-320809,Establecimientos y Productos Alimenticios,COSTA RICA 4803,19,85,015G,15/12/2021
DGHySA-321165,Establecimientos y Productos Alimenticios,PAREJA 3391,83,219A,015D,15/12/2021
DGHySA-321168,Establecimientos y Productos Alimenticios,CHARCAS 4367,19,156,015c,15/12/2021
DGHySA-321167,Establecimientos y Productos Alimenticios,NAZCA 4086,71,47,1,15/12/2021
DGHySA-321170,Establecimientos y Productos Alimenticios,THAMES 2215,19,141,16,15/12/2021
DGHySA-320614,Establecimientos y Productos Alimenticios,JUNIN 1131,11,55,17,15/12/2021
DGHySA-320818,Establecimientos y Productos Alimenticios,JUNIN 1224,11,46,026C,15/12/2021
DGHySA-320635,Establecimientos y Productos Alimenticios,PAYSANDU 1681,59,158,15,15/12/2021
DGHySA-320828,Establecimientos y Productos Alimenticios,RODRIGUEZ PEÑA 216,5,3,029B,01/01/2000
DGHySA-320838,Establecimientos y Productos Alimenticios,MOSCONI GENERAL AV. 3562,83,176,005A,15/12/2021
DGHySA-321173,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 4199,17,52,019C,15/12/2021
DGHySA-321174,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 4199,17,52,019C,15/12/2021
DGHySA-320688,Establecimientos y Productos Alimenticios,PATRON 7595,72,17,16,14/12/2021
DGHySA-320927,Establecimientos y Productos Alimenticios,URIARTE 997,31,57,007A,15/12/2021
DGHySA-321184,Establecimientos y Productos Alimenticios,AGUIRRE 993,31,44,11,15/12/2021
DGHySA-320350,Establecimientos y Productos Alimenticios,14 DE JULIO 1287,49,151,7,15/12/2021
DGHySA-320352,Establecimientos y Productos Alimenticios,DELGADO 1208,37,29,1,15/12/2021
DGHySA-320358,Establecimientos y Productos Alimenticios,ZAPIOLA 1514,37,91,20,15/12/2021
DGHySA-321185,Establecimientos y Productos Alimenticios,ARENALES 2102,11,45,001a,19/03/2000
DGHySA-321186,Establecimientos y Productos Alimenticios,ESTADO DE ISRAEL AV. 4471,31,72,024B,14/12/2021
DGHySA-321187,Establecimientos y Productos Alimenticios,ESTADO DE ISRAEL AV. 4714,17,15,10,15/12/2021
DGHySA-320758,Establecimientos y Productos Alimenticios,LARRAZABAL 3347,78,145,8,15/12/2021
DGHySA-320852,Establecimientos y Productos Alimenticios,LARRAZABAL 3194,64,004C,012A,15/12/2021
DGHySA-321188,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 11498,72,040A,8,15/12/2021
DGHySA-320850,Establecimientos y Productos Alimenticios,DIAZ VELEZ AV. 4368,17,27,007A,14/12/2021
DGHySA-320714,Establecimientos y Productos Alimenticios,RIO DE JANEIRO 582,45,148,25,15/12/2021
DGHySA-320820,Establecimientos y Productos Alimenticios,AYACUCHO 1158,11,55,35,05/02/2000
DGHySA-320815,Establecimientos y Productos Alimenticios,JUNIN 1192,11,45,001a,15/12/2021
DGHySA-321193,Establecimientos y Productos Alimenticios,MUÑIZ 12,,,,15/12/2021
DGHySA-321194,Establecimientos y Productos Alimenticios,ESTADO DE ISRAEL AV. 4694,17,17,014A,15/12/2021
DGHySA-320743,Establecimientos y Productos Alimenticios,AGUIRRE 1137,31,47,17,15/12/2021
DGHySA-320869,Establecimientos y Productos Alimenticios,JUFRE 889,,,,31/12/1999
DGHySA-321195,Establecimientos y Productos Alimenticios,CORDOBA AV. 5102,31,81,15,15/12/2021
DGHySA-320342,Establecimientos y Productos Alimenticios,NAHUEL HUAPI 4570,53,52,7,15/12/2021
DGHySA-320877,Establecimientos y Productos Alimenticios,AVENIDA ALVAREZ THOMAS 3300,53,14,001G,15/12/2021
DGHySA-320628,Establecimientos y Productos Alimenticios,BRASIL 3076,32,103,9,15/12/2021
DGHySA-320629,Establecimientos y Productos Alimenticios,LA RIOJA 1931,32,103,38,15/12/2021
DGHySA-320630,Establecimientos y Productos Alimenticios,SALCEDO 3107,32,90,033C,15/12/2021
DGHySA-321196,Establecimientos y Productos Alimenticios,LIMA 281,12,55,030B,15/12/2021
DGHySA-321198,Establecimientos y Productos Alimenticios,LIMA 573,12,52,25,15/12/2021
DGHySA-320790,Establecimientos y Productos Alimenticios,LIMA 277,12,55,32,14/12/2021
DGHySA-320658,Establecimientos y Productos Alimenticios,ZAPIOLA 2115,39,56,10,15/12/2021
DGHySA-320751,Establecimientos y Productos Alimenticios,CUZCO 213,95,6,6,30/12/1999
DGHySA-320885,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 11412,72,040A,1,15/12/2021
DGHySA-320888,Establecimientos y Productos Alimenticios,RIVADAVIA AV. 11402,72,040A,1,29/01/2000
DGHySA-321032,Establecimientos y Productos Alimenticios,USPALLATA 3400,32,057E,0,07/01/2000
DGHySA-320999,Establecimientos y Productos Alimenticios,PICHINCHA 777,20,22,25,15/12/2021
DGHySA-321000,Establecimientos y Productos Alimenticios,PICHINCHA 768,20,35,15,15/12/2021
DGHySA-321001,Establecimientos y Productos Alimenticios,PICHINCHA 853,22,29,32,20/02/2000
DGHySA-320775,Establecimientos y Productos Alimenticios,SAN NICOLAS 701,,,,15/12/2021
DGHySA-321012,Establecimientos y Productos Alimenticios,LACARRA AV. 1500,54,108,23,15/12/2021
DGHySA-321216,Establecimientos y Productos Alimenticios,AVENIDA DE LOS INCAS 5487,61,131,13,15/12/2021
DGHySA-320940,Establecimientos y Productos Alimenticios,AVENIDA DE LOS INCAS 5300,61,70,009C,15/12/2021
